SampleID,Mg Concentration,Mg Error 1s,Al Concentration,Al Error 1s,Si Concentration,Si Error 1s,P Concentration,P Error 1s,S Concentration,S Error 1s,K Concentration,K Error 1s,Ca Concentration,Ca Error 1s,Ti Concentration,Ti Error 1s,V Concentration,V Error 1s,Cr Concentration,Cr Error 1s,Mn Concentration,Mn Error 1s,Fe Concentration,Fe Error 1s,Co Concentration,Co Error 1s,Ni Concentration,Ni Error 1s,Cu Concentration,Cu Error 1s,Zn Concentration,Zn Error 1s,As Concentration,As Error 1s,Se Concentration,Se Error 1s,Rb Concentration,Rb Error 1s,Sr Concentration,Sr Error 1s,Y Concentration,Y Error 1s,Zr Concentration,Zr Error 1s,Nb Concentration,Nb Error 1s,Mo Concentration,Mo Error 1s,Ag Concentration,Ag Error 1s,Cd Concentration,Cd Error 1s,Sn Concentration,Sn Error 1s,Sb Concentration,Sb Error 1s,Ba Concentration,Ba Error 1s,La Concentration,La Error 1s,Ce Concentration,Ce Error 1s,Pr Concentration,Pr Error 1s,Nd Concentration,Nd Error 1s,Ta Concentration,Ta Error 1s,W Concentration,W Error 1s,Au Concentration,Au Error 1s,Hg Concentration,Hg Error 1s,Pb Concentration,Pb Error 1s,Bi Concentration,Bi Error 1s,Th Concentration,Th Error 1s,U Concentration,U Error 1s,LE Concentration,LE Error 1s
CR_MC38_2-3cm,10665.9525733306,3544.09939810069,2454.88865014829,626.740458876127,11757.7878066143,193.436900916106,257.207538609389,367.929162931542,213.169382083511,156.71636184783,190.147474462996,59.9663549052573,351378.859951732,26728.6742312674,264.601792859718,59.3169953451994,14.6278689830535,2.70294637182882,4.47467340059986,3.80626647164413,616.432239792436,50.4260947265943,3495.9751586896,286.006317268255,0,30,6.69458048847053,10.3273162934586,19.2932676843131,2.43403624151417,-1.05464525549967,1.4056119915332,4.52899799433128,66.1227108309033,4.52899799433128,59.3421556367286,13.1224459789917,55.9606331244368,1535.2131709559,70.483734828907,10.2116738639828,0.999251618373067,31.1686867467785,55.9811311149254,13.9817907774577,55.9606537354062,0.614820103618902,5.45596838866175,0,13,0,16,52.7556151301746,29.3881474779226,52.7556151301746,30.1515930802828,632.876930232442,63.1658151475991,52.7556151301746,114.366906736256,52.7556151301746,198.725729417487,52.7556151301746,260.162446489295,0,1129,52.7556151301746,47.2100636172177,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.887532934572434,1.49416353343548,52.7556151301746,25.2920071477857,42,5,0,420,498550.835793671,5392.36786036383
CR_MC43_0-1cm,1180.60962880788,5491.90888573477,3299.51088975056,639.701534287394,11757.7878066143,190.270979807923,257.207538609389,374.434604302694,593.311442211964,176.068591991093,131.712028167305,59.9508214601697,346983.510735812,26530.1624981383,320.153630036624,61.1444357898267,11.469338845812,2.65043800908867,4.47467340059986,3.80626647164413,748.318291664118,50.806814315428,5061.08481399345,293.187969280487,0,39,6.69458048847053,10.8861427118725,18.6573530449239,2.43257104490356,3.04543629594644,1.40700696875997,8.82572198666147,55.9605496737491,4.52899799433128,59.6338803810242,15.7004803743898,55.9606988781659,1456.57171036957,68.1928654150166,11.0965002584125,1.00037453250161,35.4654107391087,55.9813843756287,15.7004803743898,55.9606988781659,0.614820103618902,6.93886675531402,0,14,0,18,52.7556151301746,30.9436022757413,52.7556151301746,31.3496447562642,505.027791422502,64.9725520784988,52.7556151301746,125.059794286002,52.7556151301746,222.797494116627,52.7556151301746,289.120977348687,0,1255,52.7556151301746,49.8720942372739,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,2.30913340997455,1.49536528451212,52.7556151301746,25.5443881420183,43,5,0,414,498588.646964804,5112.49877786528
CR_MC43_1-2cm,1180.60962880788,5530.98651342855,2823.39178943422,658.61049873451,12782.9861511843,205.400198981122,257.207538609389,373.133394003826,544.575280657034,173.250402682222,182.413371276801,60.9351756447618,373518.078986367,27752.0855151506,504.210921887818,69.8044794968504,17.7863991202951,3.08635987574617,9.18638256887694,1.93245829031631,920.035701483624,51.4930770444623,6491.1762067799,302.434181693892,0,47,6.69458048847053,12.5664941663623,16.7496091267566,2.95434528483264,7.14551784739256,1.92746666773142,9.68506678512751,55.9605637499947,4.52899799433128,60.2498716808871,13.9817907774577,55.9606537354062,1577.8106287735,71.4507870222544,16.4054586249905,1.00902813657167,27.7313075529143,55.9809520220927,18.2785147697879,55.9805672988808,0.614820103618902,7.92793141241413,0,18,0,21,52.7556151301746,33.0349292883527,52.7556151301746,33.9110398188542,539.895738370667,71.6523492689295,52.7556151301746,142.35273504011,52.7556151301746,260.162446489295,52.7556151301746,335.008573914501,0,1466,52.7556151301746,61.9845832943966,52.7556151301746,26.0840084743906,52.7556151301746,23.386792046646,52.7556151301746,23.4884550960564,3.01993364767561,1.49636624866819,52.7556151301746,26.0840084743906,55,5,9,3,440209.917425812,4600.50760277786
CR_MC43_2-3cm,1180.60962880788,5363.58289421483,3069.06054895818,627.608324288418,11432.9554727942,185.14618315985,257.207538609389,383.544715188683,378.872331370272,163.081721951488,109.369063407188,59.6437953401221,347068.768821128,26533.6545615382,537.006584799485,63.9232515309822,14.6278689830535,2.70294637182882,4.47467340059986,3.80626647164413,816.474170819283,51.0870462886275,5174.05927854884,293.633983805862,0,37,6.69458048847053,10.3273162934586,13.570035929811,2.42259371208193,4.80261410370906,1.40936065189634,10.5444115835935,55.9605791331873,4.52899799433128,59.3421556367286,13.9817907774577,55.9606537354062,1470.77086297544,68.5539763064917,10.2116738639828,0.999251618373067,34.6060659406426,55.9813311106475,13.9817907774577,55.9606537354062,0.614820103618902,5.95014373778653,0,13,0,15,52.7556151301746,28.6555485467435,52.7556151301746,29.7661605401732,600.914645529957,61.4958218898153,52.7556151301746,110.811500401652,52.7556151301746,197.523080868725,52.7556151301746,254.735341235267,0,1119,52.7556151301746,42.5416782970219,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,57.5992529576533,23.1350703298451,0.176732696871375,1.49396339018134,52.7556151301746,25.2920071477857,44,5,0,391,516113.265439921,5268.81325700507
CR_MC45_0-1cm,10540.1415039826,3699.55480550541,4709.38868223981,668.977078491215,18138.4229352247,265.497456807629,663.247952089496,97.3855778967365,960.051057912811,207.762741450655,462.55977557673,61.0818360162775,320986.76550143,25377.6801007511,607.283005324486,69.3246416916508,21.734561791847,3.17139180700259,9.18638256887694,1.93245829031631,1078.47599198719,51.9752031027059,8369.03224566999,317.425665780257,0,51,18.5813171593793,4.31861891193358,26.2883287175933,2.97480284025791,12.4170512706804,1.94028301715999,12.2631011805256,55.9606138204096,4.52899799433128,60.5738073109479,21.715893963652,55.9608980462637,1664.09778691683,74.0303463826555,14.6358058361312,1.00578111944677,38.0434451345068,55.981552009035,17.4191699713219,55.9607492486761,0.614820103618902,7.92793141241413,0,17,0,19,52.7556151301746,31.7620383751584,52.7556151301746,33.0349292883527,778.160042516465,75.0476052978204,52.7556151301746,132.803194630913,52.7556151301746,237.254858651242,52.7556151301746,310.852528335725,0,1373,52.7556151301746,64.2382370434529,52.7556151301746,25.8085074421769,52.7556151301746,23.386792046646,52.7556151301746,23.4884550960564,9.41713578698513,1.51723825853497,52.7556151301746,25.8085074421769,52,5,0,436,471051.802242758,5176.83879450555
CR_MC45_1-2cm,1180.60962880788,5710.5477868594,4653.95015686051,650.846859609736,15721.9453619382,229.3752935795,579.420253822635,91.7102390598413,654.231644155626,180.717465780774,401.546294885641,60.3822325377969,326967.164404097,25638.3389743683,607.952304567582,66.5769547693646,19.3656641889159,2.80270302573278,4.47467340059986,4.35856406924547,1069.62457910989,51.946378922,7095.31404467667,305.916223509978,0,44,6.69458048847053,10.8861427118725,25.0164994388151,2.97156063799776,5.38834003962994,1.41037821243707,11.4037563820596,55.960595823326,4.52899799433128,59.3421556367286,16.5598251728558,55.9607234099531,1499.16916818717,69.2809234333281,11.0965002584125,1.00037453250161,32.0280315452445,55.9811791542184,16.5598251728558,55.9607234099531,0.614820103618902,6.44445271249846,0,14,0,17,52.7556151301746,30.9436022757413,52.7556151301746,31.7620383751584,702.612824128773,69.0101565931862,52.7556151301746,122.085905875118,52.7556151301746,219.786764167452,52.7556151301746,287.310458039766,0,1232,52.7556151301746,50.4094472450809,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,3.01993364767561,1.49636624866819,52.7556151301746,25.2920071477857,43,5,0,402,507598.87717672,5194.52758141121
CR_MC45_2-3cm,11531.2080567177,3856.37946975839,4401.75921788017,674.856205879447,16465.2786126113,250.095061099619,602.99679396019,97.6166429935549,653.013240116753,181.102059451074,399.827605288709,61.3818028662576,342827.849344647,26347.7319672195,669.527834932345,72.5546936951332,24.1034593947782,3.22924492958939,9.77534621491157,1.94796586660507,1107.68565448226,52.2146331149787,8697.62260904145,320.569744696829,0,54,25.9397731937514,4.33195839879569,26.9242433569824,2.97648283057082,10.6598734629178,1.93525355379362,12.2631011805256,55.9606138204096,4.52899799433128,60.2498716808871,17.4191699713219,55.9607492486761,1626.96154163995,73.0431096144085,16.4054586249905,1.00902813657167,32.0280315452445,55.9811791542184,19.1378595682539,55.9805957414113,0.614820103618902,8.91722402971587,0,18,0,21,52.7556151301746,33.0349292883527,52.7556151301746,33.9110398188542,497.7636358083,72.4455148933464,52.7556151301746,144.14532024414,52.7556151301746,254.735341235267,52.7556151301746,335.612589818039,0,1466,52.7556151301746,70.493318888006,52.7556151301746,25.8085074421769,52.7556151301746,23.386792046646,52.7556151301746,23.4884550960564,7.99553531158302,1.51077535715932,52.7556151301746,25.8085074421769,59,5,0,463,446306.968770928,4956.08835040899
CR_MC59_0-1cm,1180.60962880788,6003.82930091894,7383.48225935897,684.865555443107,19265.8833108121,265.751569298071,257.207538609389,392.657551372218,1122.09879508295,223.58084829302,524.432601066284,60.4754799285251,302930.282703225,24598.4588029172,1024.92573301592,75.1772591543841,19.3656641889159,3.11860591742144,9.18638256887694,1.93245829031631,464.187938302977,50.0824751505712,8105.19553881199,313.316659781272,62,16,6.69458048847053,10.3273162934586,13.570035929811,2.42259371208193,6.55979191147169,1.41276136560363,4.52899799433128,65.2231333991487,4.52899799433128,59.3421556367286,18.2785147697879,55.9607763943333,1476.23207551616,68.6932880948304,11.0965002584125,1.00037453250161,39.7621347314388,55.9816702966519,15.7004803743898,55.9606988781659,0.614820103618902,6.44445271249846,0,15,0,17,52.7556151301746,30.5441642234802,52.7556151301746,31.3496447562642,627.065605741081,65.4389094528175,52.7556151301746,120.897092504076,52.7556151301746,213.164807788179,52.7556151301746,280.672533426672,0,1197,52.7556151301746,54.2111308785783,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-1.24486777853074,-1.49436510495011,52.7556151301746,25.2920071477857,53,5,0,399,520138.436475936,5310.92643003182
CR_MC59_1-2cm,9924.88479065481,3493.3634969056,5917.07891158102,661.552515590641,18941.9103217904,269.229978483588,257.207538609389,383.544715188683,534.828048346048,172.13693154785,513.261118686226,60.4659867588923,312742.469515732,25019.1154138673,972.720392054493,73.0247662451386,17.7863991202951,3.08635987574617,9.18638256887694,1.93245829031631,477.465057618918,50.1021354101647,8070.06323581002,314.190451304106,0,46,6.69458048847053,9.76931993178731,15.4777798479784,2.42597066412932,7.14551784739256,1.41412637170931,7.1070323897294,55.9605254421031,4.52899799433128,59.6338803810242,14.8411355759237,55.9606756533165,1435.81910271485,67.9494849608165,11.0965002584125,1.00037453250161,44.058858723769,55.9819888774944,13.1224459789917,55.9606331244368,0.614820103618902,5.45596838866175,0,13,0,15,52.7556151301746,29.0178438537612,52.7556151301746,29.7661605401732,611.084463389838,62.8245549170668,52.7556151301746,114.366906736256,52.7556151301746,202.334266309449,52.7556151301746,264.384153694876,0,1141,52.7556151301746,47.2100636172177,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.176732696871375,1.49396339018134,52.7556151301746,25.0517192310941,35,5,0,387,518129.288337123,5590.90780390247
CR_MC59_2-3cm,1180.60962880788,5715.33874867313,6380.15365298458,665.657590997652,18505.3631641697,256.331867102149,257.207538609389,383.544715188683,386.182755603512,163.677667074136,432.482707630418,60.4033889659407,315136.130477043,25121.469853511,1023.58713452973,74.6277548785217,20.9449292575366,3.15322041498421,4.47467340059986,4.35856406924547,467.728503453894,50.0876644268966,8232.63624577996,314.229688829999,0,46,6.69458048847053,10.3273162934586,16.7496091267566,2.42846537177024,5.97406597555081,1.41151187683988,9.68506678512751,55.9605637499947,4.52899799433128,59.3421556367286,16.5598251728558,55.9607234099531,1477.3243180243,68.7211784344195,11.9813266528422,1.00158928501035,42.340169126837,55.9818575260134,14.8411355759237,55.9606756533165,0.614820103618902,6.44445271249846,0,13,0,16,52.7556151301746,29.3881474779226,52.7556151301746,30.1515930802828,637.235423600963,64.4093244349473,52.7556151301746,114.959944503622,52.7556151301746,204.138856553033,52.7556151301746,266.796792375559,0,1153,52.7556151301746,45.6347073059122,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-0.534067540829683,-1.49403059270892,52.7556151301746,25.2920071477857,47,5,0,388,519808.448073325,5305.23905642345
CR_MC60_0-1cm,12103.4455011716,3517.25859028435,8157.44755485037,667.500633903615,21178.7848321975,288.048315895983,257.207538609389,373.133394003826,850.394694414219,196.934463224636,440.216810816613,60.0963869114477,290269.188926685,24064.3237135449,1237.09359307712,78.141453782986,13.8382364487431,3.01659151942476,4.47467340059986,4.35856406924547,441.174264822012,50.0496935468495,10180.0680219877,332.081601188175,70,17,6.69458048847053,9.76931993178731,12.9341212904219,2.42156569839619,6.55979191147169,1.41276136560363,8.82572198666147,55.9605496737491,4.52899799433128,58.7920553233212,15.7004803743898,55.9606988781659,1249.04563382232,63.2543108396334,10.2116738639828,0.999251618373067,44.058858723769,55.9819888774944,14.8411355759237,55.9606756533165,0.614820103618902,5.95014373778653,0,13,0,16,52.7556151301746,29.7661605401732,52.7556151301746,30.5441642234802,509.386284791022,61.3693533999842,173.846560817142,45.1249078752543,52.7556151301746,210.757418107422,52.7556151301746,272.82910076486,0,1172,52.7556151301746,48.2697102220487,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-1.9556680162318,-0.848065234685172,52.7556151301746,25.0517192310941,40,4,0,360,522570.382255595,5578.52822719452
CR_MC60_1-2cm,1180.60962880788,5543.7486957222,7756.33351828249,681.199392400965,22368.977378073,297.370540323771,257.207538609389,382.243099376013,975.890310418163,209.071935587602,472.871913158322,61.0896558474817,316917.434624327,25204.7179760764,1611.90116921046,91.4111598192685,19.3656641889159,3.11860591742144,4.47467340059986,4.35856406924547,489.85703564713,50.2068785766995,11565.3829501638,344.887858691213,64,20,6.69458048847053,10.8861427118725,14.8418652085893,2.42479626146248,7.73124378331343,1.92855290193879,9.68506678512751,55.9605637499947,4.52899799433128,59.6338803810242,18.2785147697879,55.9607763943333,1254.50684636304,63.2412522694021,10.2116738639828,0.999251618373067,40.6214795299049,55.9817314000518,14.8411355759237,55.9606756533165,0.614820103618902,5.95014373778653,0,13,0,17,52.7556151301746,30.1515930802828,52.7556151301746,30.9436022757413,494.85797356262,62.3932567470211,52.7556151301746,118.520807925854,52.7556151301746,210.155622495406,52.7556151301746,277.052293911652,0,1212,52.7556151301746,53.1181943792844,52.7556151301746,25.5443881420183,52.7556151301746,23.300423011676,52.7556151301746,23.4884550960564,-1.24486777853074,-1.49436510495011,52.7556151301746,25.5443881420183,51,5,0,399,501260.349943234,5148.12999615205
CR_MC60_2-3cm,1180.60962880788,5447.26105679503,7826.99046239336,660.684517292966,21413.3859621787,282.63294480974,482.494477701577,85.995931030326,411.76924041985,164.728098116843,448.810258801273,60.1026817966407,297633.020911829,24374.5589468836,1392.37101747522,81.6845241981489,19.3656641889159,3.11860591742144,4.47467340059986,4.35856406924547,510.215285264906,50.1529653700908,11132.0845464727,339.718140933642,0,53,6.69458048847053,9.76931993178731,14.2059505692002,2.42367058813762,10.6598734629178,1.93525355379362,7.1070323897294,55.9605254421031,4.52899799433128,59.3421556367286,15.7004803743898,55.9606988781659,1308.02672926207,64.5165721441066,11.0965002584125,1.00037453250161,46.6368931191672,55.9821957024835,12.2631011805256,55.9606138204096,0.614820103618902,5.45596838866175,0,12,0,16,52.7556151301746,29.3881474779226,52.7556151301746,29.3881474779226,513.744778159543,57.8706811472984,52.7556151301746,109.627491608621,52.7556151301746,194.516907939287,52.7556151301746,249.309195186552,0,1103,52.7556151301746,48.8021727005521,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-1.24486777853074,-1.49436510495011,52.7556151301746,25.0517192310941,44,4,0,363,535249.155412163,5446.44008341948
CR_MC65_0-1cm,1180.60962880788,5373.94040747662,4507.20111909178,635.789416743732,17976.0067683146,250.282640781936,257.207538609389,375.735874346177,244.847887094215,157.673982758889,396.390226094845,60.378858371389,318552.352247767,25271.0023648794,861.616717700681,71.9309262091286,20.9449292575366,3.15322041498421,4.47467340059986,3.80626647164413,517.296415566741,50.1643917534782,7676.0303472388,310.092563387398,0,46,6.69458048847053,9.76931993178731,19.9291823237022,2.43554961462915,3.63116223186732,1.40767482080367,10.5444115835935,55.9605791331873,4.52899799433128,59.0614944688538,15.7004803743898,55.9606988781659,1535.2131709559,70.339718385771,13.7509794417015,1.00429294696639,42.340169126837,55.9818575260134,14.8411355759237,55.9606756533165,0.614820103618902,6.93886675531402,0,15,0,18,52.7556151301746,30.5441642234802,52.7556151301746,31.7620383751584,664.839214934927,69.6220124141025,52.7556151301746,127.440715036754,52.7556151301746,228.217911030682,52.7556151301746,299.381924256521,0,1278,52.7556151301746,55.3089816537851,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-0.534067540829683,-1.49403059270892,52.7556151301746,25.2920071477857,43,5,0,409,517414.313464799,5287.22171726082
CR_MC65_1-2cm,1180.60962880788,5261.64247219039,5240.94630793545,648.186705672186,20014.372630276,270.619974172963,257.207538609389,366.628260941995,214.387786122384,157.001612799637,413.577122064165,60.7134609299606,337178.830924528,26092.551904252,1106.58024067354,78.7489293859394,22.5241943261574,3.19012627250199,4.47467340059986,4.35856406924547,540.310089047706,50.2883574806111,8845.0405079125,319.624426722883,0,52,6.69458048847053,10.8861427118725,23.7446701600369,2.96847589975853,9.48842159107605,1.93232006787052,8.82572198666147,55.9605496737491,4.52899799433128,59.9365071550569,14.8411355759237,55.9606756533165,1517.73729082561,69.8877086746656,12.8661530472718,1.00289554218295,38.9027899329728,55.9816104996449,14.8411355759237,55.9606756533165,0.614820103618902,7.43336490113596,0,16,0,20,52.7556151301746,31.7620383751584,52.7556151301746,32.6049113649506,722.952459848536,72.9471985467703,52.7556151301746,134.592233943702,52.7556151301746,236.652288590382,52.7556151301746,313.871510256537,0,1366,52.7556151301746,53.664029546771,52.7556151301746,25.8085074421769,52.7556151301746,23.386792046646,52.7556151301746,23.4884550960564,-2.66646825393286,-1.495835197928,52.7556151301746,25.5443881420183,43,5,0,423,485582.46344002,4996.65718613862
CR_MC65_2-3cm,1180.60962880788,5222.63879997635,4699.60541305523,638.126184297227,18496.769716185,254.574752606145,257.207538609389,369.230127891168,237.537462860976,157.441771719044,389.515467707116,60.3744270280707,325557.993031712,25576.4783311543,900.436073800206,73.3822688767042,20.9449292575366,3.15322041498421,4.47467340059986,4.35856406924547,517.296415566741,50.1643917534782,8240.2138013294,314.522816214833,63,16,6.69458048847053,10.8861427118725,14.2059505692002,2.42367058813762,7.14551784739256,1.92746666773142,9.68506678512751,55.9605637499947,4.52899799433128,59.3421556367286,13.9817907774577,55.9606537354062,1521.01401835004,69.97228793664,13.7509794417015,1.00429294696639,43.199513925303,55.9819225485662,16.5598251728558,55.9607234099531,0.614820103618902,7.43336490113596,0,15,0,18,52.7556151301746,31.3496447562642,52.7556151301746,32.1805389638284,772.348718025104,71.3602363197179,52.7556151301746,125.059794286002,52.7556151301746,225.808666435783,52.7556151301746,292.138670783108,0,1257,52.7556151301746,53.1181943792844,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.887532934572434,1.49416353343548,52.7556151301746,25.5443881420183,49,5,0,406,502218.519393524,5145.92658470232
CR_MC74_0-1cm,1180.60962880788,4976.95722289843,1367.85874075026,604.636466125182,7555.59174211541,147.145635354821,257.207538609389,382.243099376013,131.536311479003,154.597601388244,4.52899799433128,194.691594034841,359224.212443879,27084.697567084,91.2532888980484,55.7223179312195,8.3108087085704,2.60993607546422,4.47467340059986,3.80626647164413,672.196140919389,50.5382212727596,2630.75608868008,282.673451933868,0,26,6.69458048847053,10.3273162934586,19.9291823237022,2.43554961462915,0.116806616342076,1.40542412648339,7.96637718819543,55.9605369044516,4.52899799433128,59.9365071550569,13.1224459789917,55.9606331244368,1578.90287128164,71.4794454300707,13.7509794417015,1.00429294696639,33.7467211421766,55.9812791520829,13.9817907774577,55.9606537354062,0.614820103618902,6.44445271249846,0,13,0,17,52.7556151301746,29.7661605401732,52.7556151301746,30.5441642234802,571.858023073152,64.6318223590034,52.7556151301746,121.491444633832,52.7556151301746,214.970562769444,52.7556151301746,278.259004246815,0,1208,52.7556151301746,55.859659398223,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.887532934572434,1.49416353343548,52.7556151301746,25.2920071477857,41,5,0,419,512944.861167977,5239.23676142348
CR_MC74_1-2cm,1180.60962880788,4963.45564990513,-75.716978930326,1182.12474248683,7393.17557520533,145.661115034298,257.207538609389,379.64003680067,2.38548335843915,153.195250066662,4.52899799433128,193.868661133871,370262.185313186,27593.9961402427,189.64027763305,58.0222817712592,11.469338845812,2.65043800908867,4.47467340059986,3.80626647164413,778.413095446918,50.8780001467733,2953.14663387471,283.761658721945,0,28,6.69458048847053,10.8861427118725,18.6573530449239,2.43257104490356,-1.05464525549967,1.4056119915332,7.96637718819543,55.9605369044516,4.52899799433128,59.9365071550569,13.9817907774577,55.9606537354062,1646.62190678653,73.2721539882632,13.7509794417015,1.00429294696639,37.1841003360407,55.9814948248264,13.9817907774577,55.9606537354062,0.614820103618902,6.93886675531402,0,13,0,17,52.7556151301746,29.7661605401732,52.7556151301746,30.1515930802828,611.084463389838,62.8245549170668,52.7556151301746,114.959944503622,52.7556151301746,206.545297959465,52.7556151301746,267.399977979171,0,1169,52.7556151301746,47.2100636172177,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.176732696871375,1.49396339018134,52.7556151301746,25.2920071477857,42,5,0,428,502262.345978246,5138.88256301657
CR_MC74_2-3cm,1180.60962880788,5058.00033159401,1738.53593985499,608.136764347735,7474.8133310596,146.73646955247,257.207538609389,358.824209727674,-42.695466079871,153.318269103194,4.52899799433128,194.691594034841,374530.987937065,27793.1973214064,199.679766279479,58.0484803080698,11.469338845812,2.65043800908867,4.47467340059986,3.80626647164413,769.561682569624,50.8567822403121,2912.50338138222,283.646037597329,0,29,6.69458048847053,10.3273162934586,16.7496091267566,2.42846537177024,0.116806616342076,1.40542412648339,11.4037563820596,55.960595823326,4.52899799433128,59.9365071550569,13.1224459789917,55.9606331244368,1621.50032909923,72.6035265050562,12.8661530472718,1.00289554218295,38.0434451345068,55.981552009035,12.2631011805256,55.9606138204096,0.614820103618902,5.95014373778653,0,13,0,15,52.7556151301746,29.0178438537612,76.3683495391333,24.0460845956633,629.971267986761,63.1197309141215,52.7556151301746,114.366906736256,52.7556151301746,202.334266309449,52.7556151301746,264.987297663311,0,1146,52.7556151301746,48.8021727005521,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.887532934572434,1.49416353343548,52.7556151301746,25.2920071477857,45,5,0,426,505963.544025239,5175.50947942873
CR_MC79_0-1cm,1180.60962880788,5166.93960268519,1318.94239482735,618.648826870953,6245.95026925317,138.864953359672,257.207538609389,366.628260941995,-286.37627385452,158.651805535612,4.52899799433128,198.810880190812,374896.686139488,27811.7004593126,58.4576259863811,57.2703540249985,4.36264603701845,2.57703927143441,4.47467340059986,3.80626647164413,642.101337136589,50.4765339550685,2208.47958397001,281.608770129909,0,26,6.69458048847053,11.4456776070259,19.2932676843131,2.95892622840282,0.70253255226295,1.40550619336609,8.82572198666147,55.9605496737491,4.52899799433128,60.2498716808871,13.1224459789917,55.9606331244368,1764.58409766602,76.4647491208199,20.8295905971388,1.01870335121044,33.7467211421766,55.9812791520829,16.5598251728558,55.9607234099531,0.614820103618902,7.43336490113596,0,15,0,19,52.7556151301746,30.9436022757413,52.7556151301746,32.1805389638284,439.650390894691,64.2143187145509,52.7556151301746,128.631748045839,52.7556151301746,233.037182251495,52.7556151301746,298.778278619406,0,1304,52.7556151301746,54.7594604240067,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-1.24486777853074,-1.49436510495011,52.7556151301746,25.5443881420183,53,5,0,454,489867.156605172,5038.55812569512
CR_MC79_1-2cm,1180.60962880788,4961.07318906778,-75.716978930326,1170.05612301665,6527.81536315003,141.506429106575,257.207538609389,358.824209727674,-293.68669808776,159.157552294461,4.52899799433128,193.868661133871,397040.194889107,28854.1730522299,120.702455594239,58.9522647229127,9.89007377719118,2.62864769665834,4.47467340059986,3.80626647164413,614.661957216977,50.4226901844025,2136.14837190712,281.455185265675,0,26,6.69458048847053,12.0058219230212,16.1136944873675,2.95330008308841,-2.81182306326229,1.40677321340274,7.96637718819543,55.9605369044516,4.52899799433128,60.2498716808871,13.1224459789917,55.9606331244368,1766.76858268231,76.5246524189255,21.7144169915685,1.02090142108903,30.3093419483124,55.9810843820631,16.5598251728558,55.9607234099531,0.614820103618902,7.92793141241413,0,17,0,21,52.7556151301746,33.4703751385162,52.7556151301746,33.9110398188542,609.631632266998,73.7891088650981,52.7556151301746,144.742980399605,52.7556151301746,260.162446489295,52.7556151301746,338.028704913516,0,1468,52.7556151301746,65.3695744955135,52.7556151301746,25.5443881420183,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,1.59833317227349,1.49463091507203,52.7556151301746,25.8085074421769,56,5,0,472,461753.691523355,4779.78261699145
CR_MC79_2-3cm,1180.60962880788,4945.98546001389,1412.42696703558,612.800985551197,5989.86551931029,134.992061497533,257.207538609389,360.124719428737,-353.388495992549,161.431059313489,4.52899799433128,193.868661133871,384361.406038256,28252.9741692473,35.7014517211426,56.1976222459821,9.89007377719118,2.62864769665834,4.47467340059986,3.80626647164413,620.857946231083,50.4346479048214,1996.99689727183,280.978884258455,0,25,24.2416679550502,4.32849263512575,18.0214384055348,2.95655581985903,-1.64037119142054,1.40588187642885,7.96637718819543,55.9605369044516,4.52899799433128,59.9365071550569,10.5444115835935,55.9605791331873,1740.55476248687,75.8076244354194,17.2902850194202,1.01078611171793,32.8873763437105,55.9812284999387,13.1224459789917,55.9606331244368,0.614820103618902,6.93886675531402,0,14,0,18,52.7556151301746,30.5441642234802,52.7556151301746,31.3496447562642,609.631632266998,66.3804127550488,52.7556151301746,123.869928557679,52.7556151301746,222.195312161724,52.7556151301746,289.120977348687,0,1255,52.7556151301746,60.3029000212154,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.887532934572434,1.49416353343548,52.7556151301746,25.5443881420183,52,5,0,453,486941.946911193,5006.06176367852
