SampleID,Mg Concentration,Mg Error 1s,Al Concentration,Al Error 1s,Si Concentration,Si Error 1s,P Concentration,P Error 1s,S Concentration,S Error 1s,K Concentration,K Error 1s,Ca Concentration,Ca Error 1s,Ti Concentration,Ti Error 1s,V Concentration,V Error 1s,Cr Concentration,Cr Error 1s,Mn Concentration,Mn Error 1s,Fe Concentration,Fe Error 1s,Co Concentration,Co Error 1s,Ni Concentration,Ni Error 1s,Cu Concentration,Cu Error 1s,Zn Concentration,Zn Error 1s,As Concentration,As Error 1s,Se Concentration,Se Error 1s,Rb Concentration,Rb Error 1s,Sr Concentration,Sr Error 1s,Y Concentration,Y Error 1s,Zr Concentration,Zr Error 1s,Nb Concentration,Nb Error 1s,Mo Concentration,Mo Error 1s,Ag Concentration,Ag Error 1s,Cd Concentration,Cd Error 1s,Sn Concentration,Sn Error 1s,Sb Concentration,Sb Error 1s,Ba Concentration,Ba Error 1s,La Concentration,La Error 1s,Ce Concentration,Ce Error 1s,Pr Concentration,Pr Error 1s,Nd Concentration,Nd Error 1s,Ta Concentration,Ta Error 1s,W Concentration,W Error 1s,Au Concentration,Au Error 1s,Hg Concentration,Hg Error 1s,Pb Concentration,Pb Error 1s,Bi Concentration,Bi Error 1s,Th Concentration,Th Error 1s,U Concentration,U Error 1s,LE Concentration,LE Error 1s
CR_MC04_1-2cm,9351.83566188251,3316.9656045592,5625.75489586235,650.875297506451,41991.2565062465,513.943388824442,257.207538609389,377.037203515682,592.09303817309,176.455220646486,868.1705204527,61.8590401719536,275945.830593679,23477.5546481309,254.562304213289,58.7476663716456,4.36264603701845,2.57703927143441,10.9532735069808,1.98144835773222,268.571713714777,49.7306418629911,3289.31455279561,285.083836205681,0,29,6.69458048847053,9.76931993178731,12.2982066510328,2.42058660933538,-1.05464525549967,1.4056119915332,8.82572198666147,55.9605496737491,4.52899799433128,59.9365071550569,20.856549165186,55.96086567289,2346.74935450648,93.8914635966266,8.44202107512347,0.997282520777022,48.3555827160992,55.9823401175986,13.1224459789917,55.9606331244368,0.614820103618902,6.93886675531402,0,12,0,16,52.7556151301746,29.0178438537612,52.7556151301746,29.7661605401732,304.53709647055,55.475246243025,52.7556151301746,111.99608443851,52.7556151301746,198.725729417487,52.7556151301746,258.353308557433,0,1107,52.7556151301746,41.530096231391,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,1.59833317227349,1.49463091507203,52.7556151301746,25.5443881420183,57,5,0,452,514610.271387404,5525.47149362053
CR_MC04_2-3cm,1180.60962880788,5451.24692812484,5947.51574904417,648.825499418982,41824.5436153441,490.555561954507,257.207538609389,366.628260941995,506.804755451963,170.607976314553,869.029865251166,61.5190678842113,281917.113852003,23719.2477499095,304.759747445433,59.4667513371592,5.94191110563923,2.58778427854992,10.9532735069808,1.98144835773222,272.112278865694,49.7336739685352,3398.84467391942,285.280861025649,0,30,6.69458048847053,9.76931993178731,11.6622920116437,2.41965650429003,0.116806616342076,1.40542412648339,4.52899799433128,65.2231333991487,4.52899799433128,59.3421556367286,20.856549165186,55.96086567289,2386.07008479964,94.6275725349033,9.32684746955314,0.998220852556044,55.2303411038275,56.0159379191153,15.7004803743898,55.9606988781659,0.614820103618902,7.43336490113596,0,14,0,16,52.7556151301746,29.3881474779226,52.7556151301746,30.5441642234802,416.405092929247,59.0256821701897,52.7556151301746,117.333363900745,52.7556151301746,206.545297959465,52.7556151301746,268.003173816079,0,1159,52.7556151301746,48.2697102220487,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,1.59833317227349,1.49463091507203,52.7556151301746,25.5443881420183,51,5,0,452,510143.397124978,5211.49436554355
CR_MC06_0-1cm,1180.60962880788,10178.3919951731,51356.0161543281,1511.66043292167,238380.760678884,2504.2251046072,1255.2810710992,100.333499078937,2414.82548032747,382.404153310046,12522.6046772491,152.166293540463,-9369.01137875446,-16994.8477904778,2765.77306430667,106.639899879064,51.7405980956418,4.19239231271552,51.5917650833707,4.39958185000017,2973.56348901586,64.0434542280193,28803.6329564682,563.211879400397,0,82,82.54328115046,4.09434023811128,107.049487920011,3.95861683740212,48.7320592977746,2.19820839528128,14.8411355759237,55.9606756533165,4.52899799433128,57.618470778476,81.0106850578087,55.966287816645,-2.66428051005739,45.5642037958966,42.0654240634509,1.09399370772124,168.663854501345,56.005430440249,22.5752387621181,55.9609317265611,0.614820103618902,7.92793141241413,0,14,0,16,52.7556151301746,30.5441642234802,52.7556151301746,30.9436022757413,451.273039877413,59.4307577739609,52.7556151301746,116.739822669828,52.7556151301746,205.34203205934,52.7556151301746,263.177897593297,0,1130,52.7556151301746,53.664029546771,52.7556151301746,25.0517192310941,52.7556151301746,23.2295185845377,52.7556151301746,23.300423011676,13.6819372131915,1.5426904076688,52.7556151301746,24.4068960374225,47,4,11,2,506079.555573032,5156.72887499219
CR_MC06_1-2cm,11165.1384291308,3192.40132342443,49810.2596231641,1485.02450871083,241170.193894705,2617.61431959568,1112.51202248845,96.4419342832574,1641.13891564296,284.3858498498,13010.7125227778,160.865373470273,-9533.09297690885,-16995.1563599309,2868.17584850024,109.934837975892,50.161333027021,4.1264211876087,52.1807287294053,4.43685108372031,2753.16330837124,62.2518894928223,27052.5287558597,542.826573253179,0,78,83.1093162300271,4.09837154299199,93.6952804928393,3.35247437095461,41.7033480667241,2.12757513336408,14.8411355759237,55.9606756533165,4.52899799433128,57.618470778476,76.7139610654785,55.9656881783962,-8.12549305077458,45.5649719810042,45.6047296411696,1.11075478091711,201.318956843054,56.0161120701891,23.4345835605841,55.9609667137798,0.614820103618902,7.92793141241413,0,13,0,17,52.7556151301746,30.1515930802828,52.7556151301746,30.5441642234802,554.424049599069,60.7992350521374,52.7556151301746,114.366906736256,52.7556151301746,206.545297959465,52.7556151301746,260.765514792983,0,1134,52.7556151301746,55.3089816537851,52.7556151301746,24.8238755668784,52.7556151301746,23.2295185845377,52.7556151301746,23.300423011676,13.6819372131915,1.5426904076688,52.7556151301746,24.4068960374225,51,4,11,2,496835.583575933,5254.9757418743
CR_MC06_2-3cm,11527.1496351258,3529.88442244159,62838.3130872996,1831.02819464884,316545.904202556,3466.79847359129,1451.75223891215,126.896478127921,2526.91865190381,399.704642636277,18720.1993637862,226.489166822059,-5719.00014137899,-16989.423383376,4287.75954310527,156.253909878149,84.9051645366782,6.01232193422486,76.3282382168253,6.23175769152936,3789.66375630238,72.4354482677793,37758.9258785413,711.122112952456,0,118,135.184543550199,6.42697986988064,124.219183183517,4.6143407937071,61.6180298880338,2.81374515593097,16.5598251728558,55.9805143332323,4.52899799433128,58.2874591188226,83.5887194532068,55.9864521017816,-0.479795493770519,45.5641142572206,50.0288616133179,1.90602143592607,224.521266401637,56.0577892172662,24.2939283590502,55.9807938323501,0.614820103618902,11.3910631003112,0,18,0,22,52.7556151301746,34.3567225173648,52.7556151301746,34.8072304777448,550.065556230549,73.0429480323214,52.7556151301746,143.547725417254,52.7556151301746,256.544272747525,52.7556151301746,335.612589818039,0,1473,52.7556151301746,75.6625400401913,66.6810738841759,23.4897699028044,52.7556151301746,23.300423011676,52.7556151301746,23.4884550960564,16.5251381639957,1.56454209008071,52.7556151301746,25.2920071477857,57,5,11,2,379076.987807736,4201.02050857899
CR_MC08_0-1cm,1180.60962880788,5244.92519864283,1862.45734952636,617.98931876306,7511.76515739364,148.922646854986,257.207538609389,383.544715188683,36.50079644689,153.522157212858,68.1205130808181,59.6377165816619,364622.818751782,27335.3923460388,158.852512450669,57.4183508671152,9.10044124288079,2.61890267079769,4.47467340059986,3.80626647164413,411.079461039212,50.009310436952,1490.67841283154,279.767002107451,22,7,6.69458048847053,10.3273162934586,12.9341212904219,2.42156569839619,-2.22609712734142,1.40626898264152,8.82572198666147,55.9605496737491,4.52899799433128,59.9365071550569,13.1224459789917,55.9606331244368,1537.39765597219,70.3963779255483,15.5206322305608,1.00735965735078,33.7467211421766,55.9812791520829,14.8411355759237,55.9606756533165,0.614820103618902,5.95014373778653,0,13,0,16,52.7556151301746,29.3881474779226,52.7556151301746,30.5441642234802,545.707062862028,61.8625641763881,52.7556151301746,116.146404423716,52.7556151301746,205.943653809199,52.7556151301746,266.193617074809,0,1168,52.7556151301746,49.8720942372739,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-1.9556680162318,-1.49496674746606,52.7556151301746,25.2920071477857,47,5,0,424,513011.030717459,5243.9654610997
CR_MC08_1-2cm,1180.60962880788,5617.15123889304,-75.716978930326,1194.21388083929,7424.1119879501,147.147794112589,257.207538609389,375.735874346177,14.5695237471716,153.209239833324,4.52899799433128,191.401782639735,379944.072033041,28044.6699844224,67.8278153897146,55.6962965264891,12.2589713801223,2.66246446978372,4.47467340059986,3.80626647164413,425.241721642883,50.0279630355276,1565.76509963969,279.879849897901,0,21,6.69458048847053,10.3273162934586,9.75454809347637,2.41716064381716,-2.81182306326229,1.40677321340274,7.1070323897294,55.9605254421031,4.52899799433128,59.6338803810242,12.2631011805256,55.9606138204096,1548.32008105362,70.5534932313684,16.4054586249905,1.00902813657167,32.0280315452445,55.9811791542184,14.8411355759237,55.9606756533165,0.614820103618902,6.93886675531402,0,13,0,16,52.7556151301746,29.7661605401732,52.7556151301746,30.5441642234802,622.70711237256,64.1835583635887,52.7556151301746,117.333363900745,52.7556151301746,210.155622495406,52.7556151301746,269.209595914635,0,1164,52.7556151301746,53.664029546771,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,56.3883435007837,23.1349595448996,-1.24486777853074,-1.49436510495011,52.7556151301746,25.2920071477857,49,5,0,419,498760.515924497,5104.99180383183
CR_MC08_2-3cm,1180.60962880788,5184.44244849798,2167.91275406721,615.607042980741,7284.89813059861,145.787433494304,257.207538609389,379.64003680067,30.4087762525238,153.257475767603,4.52899799433128,198.810880190812,363732.702892513,27292.9591224781,142.789330616383,56.3297759524246,11.469338845812,2.65043800908867,4.47467340059986,3.80626647164413,397.802341723271,49.9923913452463,1526.49958451983,279.820151804453,0,20,6.69458048847053,10.3273162934586,12.9341212904219,2.42156569839619,-1.64037119142054,1.40588187642885,4.52899799433128,64.7857597951822,4.52899799433128,59.3421556367286,9.68506678512751,55.9605637499947,1517.73729082561,69.7595650670645,15.5206322305608,1.00735965735078,29.4499971498464,55.9810389556348,15.7004803743898,55.9606988781659,0.614820103618902,5.95014373778653,0,13,0,15,70.313802254785,23.884788441699,52.7556151301746,29.7661605401732,536.990076124987,59.3712935276942,52.7556151301746,109.627491608621,52.7556151301746,193.915752136096,52.7556151301746,252.323598670093,0,1123,52.7556151301746,44.0779000493233,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-1.9556680162318,-0.848065234685172,52.7556151301746,25.0517192310941,48,5,0,422,521139.573166149,5315.51045362318
CR_MC22_0-1cm,13988.9881727552,3767.9409609563,41286.8581035742,1314.19066356071,98756.1365137191,1132.25535471098,2060.81285913231,136.187705638103,2537.88428825367,398.144126296401,9893.8689387415,130.732774130843,94743.9799364408,17877.5788579975,2631.91321568762,108.720227438616,102.277080291507,6.87291490668586,43.3462740388858,4.19122900185448,10951.3419153211,159.406806258216,41478.1279159469,771.790173448884,0,122,235.93878771314,7.82337624422766,222.785952288829,6.5361146100193,88.561422940394,3.59858990204592,30.3093419483124,55.9810843820631,4.52899799433128,58.2874591188226,68.1205130808181,55.9645868969879,624.282919164276,50.6373892076828,75.6888270517783,2.00427180168353,122.259235384179,55.9934924275312,22.5752387621181,55.9609317265611,11.0107833127094,3.16703524679757,0,14,0,19,52.7556151301746,30.5441642234802,52.7556151301746,31.3496447562642,1240.16033957966,87.6048858972996,52.7556151301746,123.275149378058,52.7556151301746,222.797494116627,52.7556151301746,293.345803434206,0,1269,52.7556151301746,54.7594604240067,67.8919833410456,23.6066510386471,52.7556151301746,23.386792046646,52.7556151301746,23.4884550960564,45.6679479097391,2.53118094515733,52.7556151301746,25.2920071477857,54,5,0,267,489398.813690008,5276.74797726028
CR_MC22_1-2cm,16501.9628224422,4170.85787825611,36794.1634880321,1227.77894597774,94192.156289066,1091.30794750373,2042.47555013644,137.220856094466,2235.7200866131,358.59282448259,9525.21002019957,127.992327904496,106756.790535959,18110.6015335363,2749.04058322929,113.609482956524,97.5392850856444,6.6338959446532,40.9904194547472,4.06150391608141,11005.3355338725,160.704926848383,42076.0659356668,783.517706166066,0,127,231.410507076604,7.77558912440445,227.237354764553,6.58123680491086,91.4900526199984,3.63363674975122,30.3093419483124,55.9810843820631,4.52899799433128,58.2874591188226,62.9644442900219,55.9639888475841,621.006191639845,50.5895001220606,84.537090996075,2.0459589434786,112.806442601052,55.9915272766137,25.1532731575162,55.980831420111,11.0107833127094,3.16703524679757,0,16,0,20,52.7556151301746,32.1805389638284,52.7556151301746,33.0349292883527,1110.85836964688,85.9579855303745,52.7556151301746,133.399459011571,52.7556151301746,240.870582830152,52.7556151301746,313.871510256537,0,1365,52.7556151301746,62.5468182481183,52.7556151301746,26.9752428780137,52.7556151301746,23.386792046646,52.7556151301746,23.6052145557336,42.8247469589349,2.49157914414443,52.7556151301746,25.2920071477857,45,5,0,274,484286.571483933,5260.67051025672
CR_MC22_2-3cm,12508.4759760404,3770.22688996118,38157.2989944172,1270.48488182858,95956.3911603168,1117.37572171796,2576.87712658767,161.600879871678,1776.38176395789,300.58034944488,9579.34874250293,129.722249086352,130176.489493446,18633.5551449489,3282.4720799762,130.992761521244,108.59414056599,7.19580562820744,50.4138377913014,4.59750238177147,10740.6782888415,157.858744565434,44392.0424590522,823.183623815978,0,140,267.07071708933,9.06090939773399,244.407050028059,7.25120186554091,94.4186822996027,3.66947248370413,27.7313075529143,55.9809520220927,4.52899799433128,58.5339931693694,61.2457546930898,55.9835897870489,711.662319815751,52.1147768776017,126.12393153427,2.28676643818557,122.259235384179,56.0264541234339,22.5752387621181,55.9807225761939,0.614820103618902,9.90667631431451,0,15,0,21,52.7556151301746,32.6049113649506,52.7556151301746,33.4703751385162,1154.44330333208,90.3304335800933,52.7556151301746,138.769419890514,52.7556151301746,245.69232876367,52.7556151301746,321.721592535741,0,1406,52.7556151301746,62.5468182481183,52.7556151301746,27.6198292795865,52.7556151301746,23.386792046646,52.7556151301746,23.6052145557336,39.2707457704296,2.4448523306977,52.7556151301746,25.8085074421769,48,5,11,2,451278.278430054,4972.10985020043
CR_MC25_0-1cm,1180.60962880788,5293.49068719083,1660.26978637833,630.502725291598,7541.84222533995,151.763511537189,257.207538609389,380.941539720812,-75.5923751294486,154.063904629134,4.52899799433128,197.162256843399,375233.428765765,27827.1316477864,137.434936671621,58.9807589803202,10.6797063115016,2.63916253006848,4.47467340059986,3.80626647164413,616.432239792436,50.4260947265943,2177.48049308591,281.542332137143,0,26,6.69458048847053,12.0058219230212,15.4777798479784,2.95229498244023,-2.81182306326229,1.40677321340274,10.5444115835935,55.9605791331873,4.52899799433128,59.9365071550569,13.1224459789917,55.9606331244368,1687.03487958784,74.3563142548432,15.5206322305608,1.00735965735078,32.0280315452445,55.9811791542184,13.9817907774577,55.9606537354062,0.614820103618902,6.93886675531402,0,15,0,19,52.7556151301746,31.3496447562642,52.7556151301746,31.7620383751584,401.876781700845,63.8205528253604,52.7556151301746,128.631748045839,52.7556151301746,227.615574861428,52.7556151301746,302.400260942661,0,1304,52.7556151301746,51.4886880781578,52.7556151301746,25.5443881420183,52.7556151301746,23.386792046646,52.7556151301746,23.386792046646,0.176732696871375,1.49396339018134,52.7556151301746,25.8085074421769,54,5,0,462,474058.64969259,4895.78909402881
CR_MC25_1-2cm,1180.60962880788,5219.45533904165,1720.05643139522,620.741361910314,7449.89233190409,148.614509089282,257.207538609389,378.338591201103,-126.765344762125,154.514877044569,4.52899799433128,195.514840236695,373083.209129821,27726.1623077515,65.8199176604289,56.2187835357877,11.469338845812,2.65043800908867,4.47467340059986,3.80626647164413,614.661957216977,50.4226901844025,2036.951281078,281.057798956609,0,24,6.69458048847053,10.8861427118725,15.4777798479784,2.42597066412932,-0.468919319578798,1.40545939548324,8.82572198666147,55.9605496737491,4.52899799433128,59.6338803810242,13.9817907774577,55.9606537354062,1608.39341900151,72.2563403556878,13.7509794417015,1.00429294696639,35.4654107391087,55.9813843756287,14.8411355759237,55.9606756533165,0.614820103618902,6.93886675531402,0,15,0,18,52.7556151301746,30.5441642234802,52.7556151301746,31.7620383751584,570.405191950312,64.6114574210708,52.7556151301746,123.275149378058,52.7556151301746,219.184672866235,52.7556151301746,285.500012981939,0,1242,52.7556151301746,54.2111308785783,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,-0.534067540829683,-1.49403059270892,52.7556151301746,25.5443881420183,58,5,0,437,494304.81314445,5073.64545221783
CR_MC25_2-3cm,1180.60962880788,5667.43520167006,-75.716978930326,1210.36358741972,7560.7478109062,151.856647507326,257.207538609389,378.338591201103,-108.489284179026,154.471169885454,4.52899799433128,196.338395798424,387929.912690927,28423.321624232,156.175315478288,60.1001139427024,10.6797063115016,2.63916253006848,4.47467340059986,3.80626647164413,614.661957216977,50.4226901844025,2229.83451324573,281.723302808114,0,27,6.69458048847053,12.0058219230212,16.7496091267566,2.95434528483264,-1.64037119142054,1.40588187642885,4.52899799433128,68.0165256805952,4.52899799433128,60.2498716808871,13.1224459789917,55.9606331244368,1683.75815206341,74.2680257028289,14.6358058361312,1.00578111944677,32.0280315452445,55.9811791542184,15.7004803743898,55.9606988781659,0.614820103618902,7.43336490113596,0,16,0,19,52.7556151301746,31.3496447562642,52.7556151301746,32.6049113649506,510.839115913862,67.5282734663007,52.7556151301746,132.803194630913,52.7556151301746,237.857443362684,52.7556151301746,309.644980901522,0,1361,52.7556151301746,53.1181943792844,52.7556151301746,25.8085074421769,52.7556151301746,23.386792046646,52.7556151301746,23.4884550960564,0.887532934572434,1.49416353343548,52.7556151301746,25.8085074421769,57,5,0,466,465766.831732192,4818.19177206427
CR_MC32_0-1cm,1180.60962880788,5378.72105307708,4146.30718917163,638.847354317095,17295.4056879295,243.177928513826,257.207538609389,383.544715188683,359.3778667483,162.163558139608,464.278465173662,60.4267599576511,336273.701062814,26050.2996082481,344.917702031148,61.2491277237136,14.6278689830535,2.70294637182882,9.77534621491157,1.94796586660507,606.695685627412,50.4074881069989,4457.63584478299,290.009713516359,0,35,6.69458048847053,10.3273162934586,23.7446701600369,2.96847589975853,1.8739844241047,1.40602222321915,4.52899799433128,66.1227108309033,4.52899799433128,59.3421556367286,16.5598251728558,55.9607234099531,1457.66395287772,68.2205863874593,10.2116738639828,0.999251618373067,34.6060659406426,55.9813311106475,13.9817907774577,55.9606537354062,0.614820103618902,6.93886675531402,0,15,0,18,52.7556151301746,31.3496447562642,52.7556151301746,32.1805389638284,698.254330760252,70.1388958953552,52.7556151301746,127.440715036754,52.7556151301746,230.627419026037,52.7556151301746,298.778278619406,0,1275,52.7556151301746,51.4886880781578,52.7556151301746,25.2920071477857,56.3883435007837,23.1349595448996,52.7556151301746,23.386792046646,2.30913340997455,1.49536528451212,52.7556151301746,25.2920071477857,44,5,0,412,505698.006482513,5175.3311624964
CR_MC32_1-2cm,1180.60962880788,5243.33318753713,3459.30428643207,622.099971345748,16741.1282929189,234.693809436409,257.207538609389,364.026648573498,281.400008260413,158.696280328753,450.528948398205,60.1039552968102,338095.75750245,26129.1663786445,330.193118683053,59.0397824998165,16.2071340516743,2.7334929323246,9.77534621491157,1.94796586660507,583.682012146447,50.3646603112628,3974.73889567736,287.638571819981,0,32,6.69458048847053,9.76931993178731,21.2010116024804,2.43872052876003,2.45971036002557,1.40645605707855,7.96637718819543,55.9605369044516,4.52899799433128,59.0614944688538,14.8411355759237,55.9606756533165,1486.06225808945,68.9446350320201,10.2116738639828,0.999251618373067,40.6214795299049,55.9817314000518,12.2631011805256,55.9606138204096,0.614820103618902,6.44445271249846,0,14,0,16,52.7556151301746,29.3881474779226,52.7556151301746,30.5441642234802,685.17885065469,65.1852490362492,52.7556151301746,114.959944503622,52.7556151301746,201.732783191273,52.7556151301746,263.177897593297,0,1137,52.7556151301746,48.8021727005521,52.7556151301746,25.0517192310941,52.7556151301746,23.300423011676,56.3883435007837,23.1349595448996,2.30913340997455,1.49536528451212,52.7556151301746,25.0517192310941,39,4,0,390,517717.662178657,5277.41267091259
CR_MC32_2-3cm,1180.60962880788,5206.72227675307,3544.09261936512,629.107799695427,17218.0646560675,240.915662774707,257.207538609389,377.037203515682,261.905543638441,158.241737951582,451.388293196671,60.1045938620374,339616.997678803,26197.5861364247,282.003573180195,59.3793418011564,16.9967665859847,2.74979905111499,8.5974189228423,1.91780011472407,598.729414037847,50.3924798431406,4388.06010746534,289.628290086993,0,34,18.0152820798122,3.80500046507201,19.9291823237022,2.43554961462915,3.04543629594644,1.40700696875997,4.52899799433128,66.1227108309033,4.52899799433128,59.6338803810242,13.9817907774577,55.9606537354062,1494.8001981546,69.1686811184252,9.32684746955314,0.998220852556044,31.1686867467785,55.9811311149254,13.9817907774577,55.9606537354062,0.614820103618902,6.44445271249846,0,13,0,17,52.7556151301746,30.1515930802828,52.7556151301746,31.3496447562642,595.103321038596,63.766865143865,52.7556151301746,117.927026259474,52.7556151301746,208.952094694574,52.7556151301746,276.448952514986,0,1181,52.7556151301746,53.664029546771,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,0.887532934572434,1.49416353343548,52.7556151301746,25.2920071477857,48,5,0,408,502330.234217325,5139.53971304813
CR_MC36_0-1cm,1180.60962880788,5419.36297282978,3363.64565440505,642.974591528257,13378.5120965213,207.265707950638,540.126020260044,92.2782283306304,545.793684695907,173.085676811102,276.081954309599,60.3124687445917,348674.730868423,26608.191597999,223.105239787813,60.2641973601157,15.4175015173639,2.71787141593535,9.18638256887694,1.93245829031631,704.946368565377,50.708997118566,4042.93689562237,288.242651215579,0,35,6.69458048847053,10.8861427118725,23.1087555206477,2.96699273410702,3.63116223186732,1.40767482080367,9.68506678512751,55.9605637499947,4.52899799433128,59.9365071550569,17.4191699713219,55.9607492486761,1645.52966427839,73.2429972945235,11.0965002584125,1.00037453250161,32.0280315452445,55.9811791542184,15.7004803743898,55.9606988781659,0.614820103618902,6.93886675531402,0,15,0,18,52.7556151301746,31.3496447562642,52.7556151301746,32.1805389638284,560.23537409043,68.1467504696715,52.7556151301746,127.440715036754,52.7556151301746,228.820263660748,52.7556151301746,304.211348204594,0,1297,52.7556151301746,52.5736648131984,52.7556151301746,25.5443881420183,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,3.73073388537667,1.49763327299341,52.7556151301746,25.5443881420183,48,5,0,441,487982.613462136,5020.19657664862
CR_MC36_1-2cm,1180.60962880788,5212.29283735094,3390.82140214,640.75458625054,12605.9611227003,198.656601061086,257.207538609389,379.64003680067,313.078513271117,160.404690061669,252.879644751016,60.302391053908,358727.141720058,27064.4338382678,238.499122379003,60.8535308936683,14.6278689830535,2.70294637182882,9.77534621491157,1.94796586660507,679.277271221224,50.6537723502553,3877.60841090718,287.528598875914,0,34,6.69458048847053,10.8861427118725,21.8369262418695,2.9641451059759,0.70253255226295,1.40550619336609,9.68506678512751,55.9605637499947,4.52899799433128,60.2498716808871,15.7004803743898,55.9606988781659,1643.3451792621,73.1847071570521,11.9813266528422,1.00158928501035,33.7467211421766,55.9812791520829,13.9817907774577,55.9606537354062,0.614820103618902,8.4225542460414,0,16,0,20,52.7556151301746,31.7620383751584,52.7556151301746,33.0349292883527,765.084562410903,74.8340779109462,52.7556151301746,133.995805814361,52.7556151301746,245.69232876367,52.7556151301746,318.098349722059,0,1387,52.7556151301746,52.5736648131984,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,3.73073388537667,1.49763327299341,52.7556151301746,25.5443881420183,60,5,0,441,477870.703218586,4925.58786990918
CR_MC36_2-3cm,1180.60962880788,5809.58774439656,2064.6449126744,623.629098941619,12575.884054754,197.228514579586,257.207538609389,367.929162931542,215.606190161257,156.785517471449,244.286196766356,59.985774045545,354042.236742689,26850.5137864697,126.056849539001,57.8875482016276,18.5760316546055,2.78441648127655,4.47467340059986,4.35856406924547,673.966423494847,50.6425949319974,3630.99342120701,286.385211478321,0,32,21.4114925572148,3.81119315871336,18.0214384055348,2.43115411190171,1.28825848818382,1.40570557558068,7.96637718819543,55.9605369044516,4.52899799433128,59.6338803810242,15.7004803743898,55.9606988781659,1606.20893398523,72.1985885084381,10.2116738639828,0.999251618373067,32.0280315452445,55.9811791542184,16.5598251728558,55.9607234099531,0.614820103618902,6.44445271249846,0,14,0,17,52.7556151301746,30.1515930802828,52.7556151301746,31.3496447562642,704.065655251613,69.0336368492177,52.7556151301746,122.085905875118,52.7556151301746,219.184672866235,52.7556151301746,282.482773432163,0,1247,52.7556151301746,51.4886880781578,52.7556151301746,25.2920071477857,52.7556151301746,23.300423011676,52.7556151301746,23.386792046646,2.30913340997455,1.49536528451212,52.7556151301746,25.5443881420183,59,5,0,421,497452.593141231,5101.73413654749
CR_MC38_0-1cm,10816.1141722299,3682.01573953146,2623.37828610499,644.777763300841,12179.7261026612,201.736987059669,257.207538609389,370.531155157594,350.849038476188,162.270317376502,4.52899799433128,198.810880190812,366186.956077979,27409.5977904188,201.018364765669,60.7481343148995,15.4175015173639,2.71787141593535,4.47467340059986,3.80626647164413,606.695685627412,50.4074881069989,3821.8100473158,287.686058716573,0,35,21.9775276367818,4.32423268486939,23.7446701600369,2.96847589975853,2.45971036002557,1.40645605707855,8.82572198666147,55.9605496737491,4.52899799433128,59.9365071550569,14.8411355759237,55.9606756533165,1513.36832079303,70.0821442360622,11.0965002584125,1.00037453250161,29.4499971498464,55.9810389556348,14.8411355759237,55.9606756533165,0.614820103618902,7.92793141241413,0,15,0,20,52.7556151301746,32.1805389638284,52.7556151301746,32.6049113649506,459.990026614454,68.211000524455,52.7556151301746,135.188742323202,52.7556151301746,241.473253151332,52.7556151301746,310.852528335725,0,1340,52.7556151301746,61.9845832943966,52.7556151301746,25.8085074421769,52.7556151301746,23.300423011676,52.7556151301746,23.4884550960564,3.73073388537667,1.49763327299341,52.7556151301746,25.8085074421769,59,5,0,454,460353.818846654,5059.291867683
CR_MC38_1-2cm,1180.60962880788,5453.63850228943,2854.91565680677,639.18593158807,12318.0806152142,196.859913393383,257.207538609389,375.735874346177,370.34350309816,162.916347918967,263.191782332609,60.3067610870219,349905.342854581,26664.3502342492,100.623478301382,57.8487930420478,13.0486039144327,2.6752317840953,4.47467340059986,4.35856406924547,656.263597740259,50.6059531955128,3810.09927964847,287.280134669784,0,34,6.69458048847053,10.8861427118725,21.2010116024804,2.9627807575859,0.70253255226295,1.40550619336609,7.96637718819543,55.9605369044516,4.52899799433128,60.2498716808871,14.8411355759237,55.9606756533165,1633.51499668881,72.9227870024716,11.9813266528422,1.00158928501035,35.4654107391087,55.9813843756287,15.7004803743898,55.9606988781659,0.614820103618902,7.43336490113596,0,15,0,19,52.7556151301746,31.3496447562642,52.7556151301746,31.7620383751584,580.575009810193,68.4162347083863,52.7556151301746,129.823148802527,52.7556151301746,225.206397434048,52.7556151301746,298.174640318171,0,1292,52.7556151301746,63.1098528805343,52.7556151301746,25.5443881420183,52.7556151301746,23.300423011676,56.9937982292185,23.1350146432169,2.30913340997455,1.49536528451212,52.7556151301746,25.5443881420183,44,5,0,445,494198.254389441,5078.3429959682
